equipment_code,ttf_h,heures_fonct,date_panne
TR-01,548.8,21441.700000000008,2026-06-12 09:42
TR-02,322.4,23839.299999999992,2026-09-20 07:17
TR-02,264.4,41121.399999999994,2028-09-09 09:23
TR-02,598.9,69864.2,2031-12-21 00:12
TR-05,1334.0,7046.3,2024-10-20 14:18
TR-05,760.5,41637.89999999999,2028-09-30 21:53
TR-05,183.2,31514.3,2027-08-06 02:18
TR-03,52.2,31319.600000000002,2027-07-28 23:36
TR-04,572.5,86616.39999999995,2033-11-18 00:23
TR-01,83.3,30532.90000000001,2027-06-26 04:54
TR-04,106.6,51156.3,2029-11-01 12:18
TR-02,253.1,26765.89999999999,2027-01-20 05:53
TR-04,255.2,85418.89999999995,2033-09-29 02:53
TR-02,755.5,851.3,2024-02-05 11:18
TR-01,611.2,27058.500000000007,2027-02-01 10:30
TR-05,421.7,27814.0,2027-03-04 22:00
TR-02,891.3,81399.30000000005,2033-04-14 15:18
TR-04,693.0,3120.3999999999996,2024-05-10 00:23
TR-01,575.4,28676.30000000001,2027-04-09 20:18
TR-01,33.9,21905.700000000008,2026-07-01 17:42
TR-03,531.2,4604.599999999999,2024-07-10 20:35
TR-05,1220.0,39477.59999999999,2028-07-02 21:35
TR-03,112.5,6556.899999999999,2024-09-30 04:53
TR-05,813.9,31331.1,2027-07-29 11:06
TR-04,570.1,71031.09999999999,2032-02-07 15:05
TR-04,1066.6,11116.1,2025-04-08 04:06
TR-04,662.9,8051.299999999999,2024-12-01 11:17
TR-01,74.3,39576.90000000001,2028-07-07 00:54
TR-05,204.4,2453.9,2024-04-12 05:54
TR-03,81.8,14628.399999999998,2025-09-01 12:23
TR-05,523.6,80854.70000000001,2033-03-22 22:42
TR-01,142.9,26210.300000000007,2026-12-28 02:18
TR-04,96.4,26534.200000000008,2027-01-10 14:12
TR-02,84.8,15485.999999999996,2025-10-07 05:59
TR-04,160.5,56056.8,2030-05-24 16:48
TR-05,370.1,75970.0,2032-08-31 10:00
TR-04,465.1,102506.19999999997,2035-09-11 02:11
TR-03,66.2,15403.899999999998,2025-10-03 19:53
TR-05,92.8,86415.19999999998,2033-11-09 15:11
TR-01,199.3,4919.399999999999,2024-07-23 23:23
TR-01,96.4,43706.5,2028-12-26 02:30
TR-04,246.7,61401.30000000001,2031-01-02 09:18
TR-04,820.8,93688.49999999996,2034-09-08 16:29
TR-02,1482.5,62287.999999999985,2031-02-08 07:59
TR-04,614.0,36044.100000000006,2028-02-10 20:06
TR-02,521.4,87677.00000000003,2034-01-01 05:00
TR-04,875.4,53195.90000000001,2030-01-25 11:54
TR-04,486.3,29500.400000000005,2027-05-14 04:24
TR-01,639.2,47107.1,2029-05-16 19:06
TR-05,95.8,51644.799999999996,2029-11-21 20:47
TR-03,65.2,37393.399999999994,2028-04-07 01:23
TR-03,580.7,36458.5,2028-02-28 02:30
TR-05,500.2,43318.39999999998,2028-12-09 22:23
TR-02,439.8,13526.4,2025-07-17 14:24
TR-04,404.7,94093.19999999995,2034-09-25 13:11
TR-02,118.8,74735.40000000001,2032-07-10 23:24
TR-02,690.6,52384.29999999998,2029-12-22 16:17
TR-02,945.5,66488.09999999999,2031-08-02 08:05
TR-03,275.2,908.5,2024-02-07 20:30
TR-03,164.4,38214.899999999994,2028-05-11 06:53
TR-01,132.1,35266.60000000001,2028-01-09 10:36
TR-04,104.4,77812.19999999997,2032-11-16 04:11
TR-04,844.6,55896.3,2030-05-18 00:18
TR-01,273.8,11997.100000000002,2025-05-14 21:06
TR-04,271.8,61154.60000000001,2030-12-23 02:36
TR-02,311.6,39757.19999999999,2028-07-14 13:11
TR-04,395.6,76071.59999999998,2032-09-04 15:35
TR-05,434.0,1520.4,2024-03-04 08:24
TR-01,420.6,24392.500000000007,2026-10-13 08:30
TR-05,630.1,80034.40000000001,2033-02-16 18:24
TR-03,216.8,13909.899999999998,2025-08-02 13:53
TR-02,167.0,74616.6,2032-07-06 00:36
TR-02,206.8,81968.50000000004,2033-05-08 08:30
TR-03,52.6,17330.499999999996,2025-12-23 02:29
TR-05,260.4,5129.6,2024-08-01 17:36
TR-03,474.9,45174.9,2029-02-25 06:54
TR-05,218.4,56341.0,2030-06-05 13:00
TR-05,778.1,35093.49999999999,2028-01-02 05:29
TR-02,509.3,24642.299999999992,2026-10-23 18:17
TR-01,366.3,22547.300000000007,2026-07-28 11:18
TR-03,30.0,43583.6,2028-12-20 23:36
TR-02,477.4,74449.6,2032-06-29 01:36
TR-02,107.3,68381.5,2031-10-20 05:30
TR-04,473.5,101364.49999999996,2035-07-25 12:29
TR-01,317.2,50664.29999999999,2029-10-12 00:17
TR-05,1250.7,70247.39999999998,2032-01-05 23:23
TR-04,144.9,60743.50000000001,2030-12-05 23:30
TR-01,368.4,20190.700000000008,2026-04-21 06:42
TR-05,151.5,62431.9,2031-02-14 07:54
TR-03,248.4,34023.3,2027-11-18 15:18
TR-02,487.6,68869.1,2031-11-09 13:06
TR-03,80.8,15337.699999999997,2025-10-01 01:41
TR-01,109.0,34326.30000000002,2027-12-01 06:18
TR-01,696.3,46199.3,2029-04-08 23:18
TR-03,177.9,24687.200000000004,2026-10-25 15:12
TR-04,514.3,46520.500000000015,2029-04-22 08:30
TR-04,728.1,58343.5,2030-08-27 23:30
TR-02,617.3,13086.6,2025-06-29 06:36
TR-03,375.3,1456.8999999999999,2024-03-01 16:53
TR-04,496.3,1687.6,2024-03-11 07:36
TR-05,348.9,26515.100000000002,2027-01-09 19:06
TR-03,89.3,30685.600000000002,2027-07-02 13:36
TR-05,178.5,11517.0,2025-04-24 21:00
TR-01,109.3,44620.6,2029-02-02 04:36
TR-04,453.0,81011.29999999996,2033-03-29 11:17
TR-03,141.6,10478.599999999999,2025-03-12 14:35
TR-02,1940.6,60805.499999999985,2030-12-08 13:29
TR-04,542.2,43757.600000000006,2028-12-28 05:36
TR-03,73.2,9085.999999999998,2025-01-13 13:59
TR-02,192.2,67092.59999999999,2031-08-27 12:35
TR-02,510.9,44290.69999999999,2029-01-19 10:41
TR-05,226.1,15868.2,2025-10-23 04:12
TR-01,137.5,16732.100000000002,2025-11-28 04:06
TR-03,86.9,20046.8,2026-04-15 06:48
TR-03,283.6,20418.199999999997,2026-04-30 18:11
TR-04,487.8,20235.000000000007,2026-04-23 03:00
TR-02,709.8,56009.099999999984,2030-05-22 17:05
TR-05,353.3,62280.4,2031-02-08 00:24
TR-04,342.7,83598.69999999995,2033-07-15 06:41
TR-02,1434.4,32531.09999999999,2027-09-17 11:05
TR-02,589.7,45448.499999999985,2029-03-08 16:29
TR-02,681.3,56690.39999999999,2030-06-20 02:23
TR-03,505.6,17896.099999999995,2026-01-15 16:05
TR-03,241.3,39250.4,2028-06-23 10:24
TR-05,479.4,51393.19999999999,2029-11-11 09:11
TR-03,95.7,42237.9,2028-10-25 21:54
TR-01,717.4,8792.999999999998,2025-01-01 08:59
TR-05,578.4,8630.2,2024-12-25 14:12
TR-03,180.0,9265.999999999998,2025-01-21 01:59
TR-01,136.0,16003.2,2025-10-28 19:12
TR-04,228.9,91163.19999999995,2034-05-26 11:11
TR-04,416.6,104140.99999999997,2035-11-18 04:59
TR-02,106.7,23173.499999999993,2026-08-23 13:29
TR-01,456.9,33292.400000000016,2027-10-19 04:24
TR-05,503.1,88491.49999999999,2034-02-04 03:29
TR-05,359.6,52717.7,2030-01-05 13:42
TR-04,312.2,39843.600000000006,2028-07-18 03:36
TR-05,347.3,44913.39999999998,2029-02-14 09:23
TR-05,89.5,89488.19999999997,2034-03-17 16:11
TR-05,727.4,35820.899999999994,2028-02-01 12:53
TR-04,776.9,75245.09999999998,2032-08-01 05:05
TR-02,569.8,10001.1,2025-02-20 17:06
TR-02,393.0,62680.999999999985,2031-02-24 16:59
TR-05,380.2,74591.59999999999,2032-07-04 23:35
TR-05,140.4,45664.999999999985,2029-03-17 16:59
TR-01,523.4,23376.700000000008,2026-09-01 00:42
TR-05,335.7,33565.2,2027-10-30 13:11
TR-02,140.5,53636.29999999998,2030-02-12 20:17
TR-04,1234.7,90934.29999999996,2034-05-16 22:17
TR-02,796.3,37478.19999999999,2028-04-10 14:11
TR-03,150.0,17032.999999999996,2025-12-10 16:59
TR-03,615.1,10336.999999999998,2025-03-06 16:59
TR-01,234.3,31285.10000000001,2027-07-27 13:06
TR-02,150.2,87827.20000000003,2034-01-07 11:12
TR-05,969.7,15642.1,2025-10-13 18:06
TR-04,270.7,17882.400000000005,2026-01-15 02:24
TR-02,752.5,79515.20000000004,2033-01-26 03:12
TR-04,353.0,18899.800000000007,2026-02-26 11:48
TR-01,5.9,18984.100000000006,2026-03-02 00:06
TR-01,430.9,16434.100000000002,2025-11-15 18:06
TR-05,82.7,57687.6,2030-07-31 15:36
TR-01,213.6,44511.299999999996,2029-01-28 15:17
TR-02,461.3,36233.89999999999,2028-02-18 17:53
TR-02,364.9,31096.69999999999,2027-07-19 16:41
TR-05,1065.6,72046.69999999998,2032-03-20 22:41
TR-04,219.9,11336.0,2025-04-17 08:00
TR-01,145.1,21871.800000000007,2026-06-30 07:48
TR-04,668.7,71943.59999999999,2032-03-16 15:35
TR-04,706.0,7388.4,2024-11-03 20:24
TR-05,267.8,36779.899999999994,2028-03-12 11:53
TR-05,73.0,88564.49999999999,2034-02-07 04:29
TR-03,165.5,7310.399999999999,2024-10-31 14:23
TR-02,476.2,34990.69999999998,2027-12-28 22:41
TR-05,249.9,81453.6,2033-04-16 21:36
TR-03,444.3,25674.500000000004,2026-12-05 18:30
TR-03,223.6,34352.8,2027-12-02 08:48
TR-04,125.4,31861.500000000007,2027-08-20 13:30
TR-03,52.0,35261.200000000004,2028-01-09 05:12
TR-03,67.9,24158.9,2026-10-03 14:54
TR-04,416.8,6462.5,2024-09-26 06:30
TR-05,194.6,68729.99999999999,2031-11-03 17:59
TR-03,275.8,36734.3,2028-03-10 14:18
TR-03,19.1,38582.2,2028-05-26 14:12
TR-05,1184.3,56122.6,2030-05-27 10:36
TR-04,65.9,818.4,2024-02-04 02:24
TR-03,61.4,11360.499999999998,2025-04-18 08:29
TR-03,723.0,2179.8999999999996,2024-03-31 19:53
TR-02,513.9,8272.300000000001,2024-12-10 16:18
TR-02,541.2,21523.599999999995,2026-06-15 19:35
TR-04,704.5,88265.39999999995,2034-01-25 17:23
TR-01,321.0,29479.30000000001,2027-05-13 07:18
TR-05,1082.9,10599.5,2025-03-17 15:30
TR-02,264.3,3037.6000000000004,2024-05-06 13:36
TR-02,154.5,85833.40000000004,2033-10-16 09:24
TR-03,269.7,37004.0,2028-03-21 20:00
TR-03,316.3,316.3,2024-01-14 04:18
TR-03,24.9,15862.099999999997,2025-10-22 22:05
TR-04,199.0,29902.100000000006,2027-05-30 22:06
TR-02,343.6,44634.29999999999,2029-02-02 18:17
TR-05,443.6,60734.799999999996,2030-12-05 14:47
TR-05,630.4,89308.29999999997,2034-03-10 04:17
TR-05,554.2,7600.5,2024-11-12 16:30
TR-04,218.2,102041.09999999996,2035-08-22 17:05
TR-04,139.3,60882.80000000001,2030-12-11 18:48
TR-01,210.2,37850.200000000004,2028-04-26 02:12
TR-03,320.2,11299.099999999999,2025-04-15 19:05
TR-03,171.5,27220.700000000004,2027-02-08 04:42
TR-03,209.1,42734.600000000006,2028-11-15 14:36
TR-01,55.1,49236.399999999994,2029-08-13 12:23
TR-04,1223.6,97409.49999999996,2035-02-10 17:29
TR-01,172.4,172.4,2024-01-08 04:24
TR-01,54.9,32519.400000000012,2027-09-16 23:24
TR-04,573.8,32435.300000000007,2027-09-13 11:18
TR-02,95.8,95.8,2024-01-04 23:48
TR-05,351.1,8981.300000000001,2025-01-09 05:18
TR-01,138.6,11464.700000000003,2025-04-22 16:42
TR-04,564.6,79342.99999999997,2033-01-18 22:59
TR-02,583.3,20605.299999999996,2026-05-08 13:17
TR-03,7.8,20425.999999999996,2026-05-01 01:59
TR-05,204.6,63844.799999999996,2031-04-14 04:47
TR-02,1120.2,29911.29999999999,2027-05-31 07:17
TR-04,254.2,62523.90000000001,2031-02-18 03:54
TR-05,119.8,57018.3,2030-07-03 18:18
TR-04,776.5,29014.100000000006,2027-04-23 22:06
TR-04,345.7,10049.5,2025-02-22 17:30
TR-02,51.5,29962.79999999999,2027-06-02 10:47
TR-04,801.8,33545.30000000001,2027-10-29 17:18
TR-01,81.1,44983.6,2029-02-17 07:36
TR-02,1131.2,34119.29999999999,2027-11-22 15:17
TR-01,351.9,19822.300000000007,2026-04-05 22:18
TR-05,603.3,67997.59999999998,2031-10-04 05:35
TR-02,206.8,65109.39999999999,2031-06-05 21:23
TR-05,502.6,84064.4,2033-08-03 16:24
TR-01,68.0,10029.9,2025-02-21 21:54
TR-03,5.0,35209.200000000004,2028-01-07 01:12
TR-04,198.0,46006.20000000001,2029-03-31 22:12
TR-04,457.9,39348.70000000001,2028-06-27 12:42
TR-03,236.9,6268.5999999999985,2024-09-18 04:35
TR-01,118.6,49181.299999999996,2029-08-11 05:17
TR-02,232.8,7758.400000000001,2024-11-19 06:24
TR-01,115.0,40731.700000000004,2028-08-24 03:42
TR-05,331.1,37219.59999999999,2028-03-30 19:35
TR-04,904.7,92067.89999999995,2034-07-03 03:53
TR-05,692.0,44010.39999999998,2029-01-07 18:23
TR-04,218.0,95788.29999999994,2034-12-05 04:17
TR-02,376.8,10887.2,2025-03-29 15:12
TR-04,738.3,65088.00000000001,2031-06-05 00:00
TR-04,1242.1,63766.00000000001,2031-04-10 22:00
TR-03,14.8,15418.699999999997,2025-10-04 10:41
TR-02,28.3,74763.70000000001,2032-07-12 03:42
TR-03,231.2,14141.099999999999,2025-08-12 05:05
TR-02,702.5,86795.60000000003,2033-11-25 11:36
TR-02,125.0,80508.00000000004,2033-03-08 12:00
TR-03,773.0,41686.700000000004,2028-10-02 22:42
TR-02,216.1,4170.700000000001,2024-06-22 18:42
TR-04,556.3,26228.200000000008,2026-12-28 20:12
TR-03,58.3,9371.999999999998,2025-01-25 11:59
TR-05,543.5,4215.6,2024-06-24 15:36
TR-02,639.1,78065.80000000003,2032-11-26 17:48
TR-02,913.3,26512.799999999992,2027-01-09 16:47
TR-03,337.2,19639.899999999998,2026-03-29 07:53
TR-05,700.4,14672.4,2025-09-03 08:24
TR-04,89.1,50001.100000000006,2029-09-14 09:06
TR-05,60.8,23564.100000000002,2026-09-08 20:06
TR-04,786.2,25671.90000000001,2026-12-05 15:54
TR-02,1127.1,83433.50000000004,2033-07-08 09:30
TR-05,733.7,70981.09999999998,2032-02-05 13:05
TR-05,787.1,78384.8,2032-12-10 00:48
TR-02,398.6,71355.1,2032-02-21 03:06
TR-05,359.0,66747.19999999998,2031-08-13 03:11
TR-03,8.0,33099.4,2027-10-11 03:24
TR-04,257.5,21614.800000000007,2026-06-19 14:48
TR-02,1206.3,20021.999999999996,2026-04-14 05:59
TR-05,811.6,42449.499999999985,2028-11-03 17:29
TR-04,1216.1,70460.99999999999,2032-01-14 20:59
TR-03,543.0,25230.200000000004,2026-11-17 06:12
TR-01,304.6,26067.400000000005,2026-12-22 03:24
TR-05,286.5,992.8000000000001,2024-02-11 08:48
TR-01,308.7,42392.2,2028-11-01 08:12
TR-02,168.8,27813.69999999999,2027-03-04 21:41
TR-04,350.9,36395.00000000001,2028-02-25 11:00
TR-05,1019.5,79404.3,2033-01-21 12:18
TR-01,112.7,27857.80000000001,2027-03-06 17:48
TR-03,12.5,42142.200000000004,2028-10-21 22:12
TR-05,392.6,2846.5,2024-04-28 14:30
TR-01,83.2,4336.699999999999,2024-06-29 16:41
TR-03,458.1,30418.500000000004,2027-06-21 10:30
TR-04,1095.8,27630.000000000007,2027-02-25 06:00
TR-03,476.8,35133.700000000004,2028-01-03 21:42
TR-04,776.5,99507.19999999995,2035-05-09 03:11
TR-04,421.8,83255.99999999996,2033-06-30 23:59
TR-02,422.6,75419.40000000002,2032-08-08 11:24
TR-02,115.0,24023.699999999993,2026-09-27 23:41
TR-05,631.2,2249.5,2024-04-03 17:30
TR-05,781.5,82235.1,2033-05-19 11:06
TR-04,391.0,45181.8,2029-02-25 13:48
TR-04,219.9,6682.4,2024-10-05 10:24
TR-03,46.5,28547.100000000006,2027-04-04 11:06
TR-01,6.5,33815.900000000016,2027-11-09 23:54
TR-05,113.4,88677.89999999998,2034-02-11 21:53
TR-03,63.4,20999.699999999997,2026-05-24 23:41
TR-01,184.6,9961.9,2025-02-19 01:54
TR-04,662.2,13868.2,2025-07-31 20:12
TR-02,301.1,35772.599999999984,2028-01-30 12:35
TR-02,69.4,23908.699999999993,2026-09-23 04:41
TR-02,84.2,84712.10000000003,2033-08-30 16:06
TR-04,281.3,92867.69999999995,2034-08-05 11:41
TR-02,205.7,84627.90000000004,2033-08-27 03:54
TR-05,157.1,16329.000000000002,2025-11-11 09:00
TR-03,628.5,15256.899999999998,2025-09-27 16:53
TR-03,60.0,17390.499999999996,2025-12-25 14:29
TR-05,281.3,23845.4,2026-09-20 13:24
TR-02,97.8,3954.6000000000004,2024-06-13 18:36
TR-01,237.0,26447.300000000007,2027-01-06 23:18
TR-02,614.0,14909.799999999997,2025-09-13 05:47
TR-03,63.9,38646.1,2028-05-29 06:06
TR-03,371.0,40100.5,2028-07-28 20:30
TR-01,99.9,18978.200000000004,2026-03-01 18:12
TR-03,703.2,47116.799999999996,2029-05-17 04:47
TR-03,469.8,20936.299999999996,2026-05-22 08:17
TR-01,247.0,42937.6,2028-11-24 01:36
TR-02,394.6,41515.99999999999,2028-09-25 19:59
TR-03,55.0,19302.699999999997,2026-03-15 06:41
TR-03,133.3,25807.800000000003,2026-12-11 07:48
TR-01,530.3,2171.2999999999997,2024-03-31 11:17
TR-03,215.6,44127.0,2029-01-12 15:00
TR-02,672.4,27644.89999999999,2027-02-25 20:53
TR-03,269.1,24509.300000000003,2026-10-18 05:18
TR-04,390.9,94999.49999999994,2034-11-02 07:29
TR-02,781.9,46838.29999999999,2029-05-05 14:17
TR-04,375.9,55051.700000000004,2030-04-12 19:42
TR-03,138.0,8335.399999999998,2024-12-13 07:23
TR-05,270.9,61005.7,2030-12-16 21:42
TR-02,362.4,81761.70000000004,2033-04-29 17:42
TR-04,680.5,680.5,2024-01-29 08:30
TR-04,300.6,101665.09999999996,2035-08-07 01:05
TR-03,167.0,9721.899999999998,2025-02-09 01:53
TR-05,391.6,44566.09999999998,2029-01-30 22:05
TR-04,518.5,92586.39999999995,2034-07-24 18:23
TR-02,311.5,11198.7,2025-04-11 14:42
TR-03,657.1,38050.49999999999,2028-05-04 10:29
TR-01,250.7,25492.700000000008,2026-11-28 04:42
TR-01,573.1,10871.800000000001,2025-03-28 23:48
TR-02,838.8,23066.799999999992,2026-08-19 02:47
TR-05,163.0,74754.59999999999,2032-07-11 18:35
TR-05,1024.0,46688.999999999985,2029-04-29 08:59
TR-03,29.5,12446.899999999998,2025-06-02 14:53
TR-01,396.4,6301.0999999999985,2024-09-19 13:05
TR-04,835.7,103724.39999999997,2035-10-31 20:23
TR-01,96.6,15526.1,2025-10-08 22:06
TR-04,482.3,41973.600000000006,2028-10-14 21:36
TR-02,337.9,82306.40000000004,2033-05-22 10:24
TR-04,397.6,96185.89999999995,2034-12-21 17:53
TR-04,372.9,1191.3,2024-02-19 15:18
TR-04,347.7,14586.500000000002,2025-08-30 18:30
TR-04,348.2,64114.200000000004,2031-04-25 10:12
TR-01,167.1,20829.500000000007,2026-05-17 21:30
TR-02,961.7,6123.8,2024-09-12 03:48
TR-04,660.0,74468.19999999998,2032-06-29 20:11
TR-02,867.8,80383.00000000004,2033-03-03 07:00
TR-05,337.6,73358.5,2032-05-14 14:30
TR-02,370.6,6494.400000000001,2024-09-27 14:24
TR-01,452.5,17518.200000000004,2025-12-30 22:12
TR-02,330.2,83763.70000000004,2033-07-22 03:42
TR-01,206.1,39783.00000000001,2028-07-15 15:00
TR-03,477.7,31797.300000000003,2027-08-17 21:18
TR-02,74.9,32605.999999999993,2027-09-20 13:59
TR-02,117.9,85213.80000000003,2033-09-20 13:48
TR-01,82.6,7344.699999999999,2024-11-02 00:41
TR-03,32.2,39009.1,2028-06-13 09:06
TR-05,679.6,13134.800000000001,2025-07-01 06:48
TR-02,255.9,16973.1,2025-12-08 05:05
TR-04,505.8,51662.100000000006,2029-11-22 14:06
TR-04,407.3,6045.7,2024-09-08 21:42
TR-04,607.6,28237.600000000006,2027-03-22 13:36
TR-03,309.8,40913.700000000004,2028-08-31 17:42
TR-02,150.0,40553.99999999999,2028-08-16 17:59
TR-02,483.8,67576.4,2031-09-16 16:23
TR-03,153.6,44614.7,2029-02-01 22:42
TR-01,132.8,22181.000000000007,2026-07-13 05:00
TR-04,224.6,41491.3,2028-09-24 19:18
TR-04,847.4,19747.200000000008,2026-04-02 19:12
TR-03,182.9,9554.899999999998,2025-02-02 02:53
TR-05,563.9,37953.69999999999,2028-04-30 09:41
TR-01,134.3,37984.50000000001,2028-05-01 16:30
TR-01,180.6,25673.300000000007,2026-12-05 17:18
TR-05,415.4,87988.39999999998,2034-01-14 04:23
TR-01,260.4,16992.500000000004,2025-12-09 00:30
TR-01,52.3,15429.5,2025-10-04 21:30
TR-01,72.1,28100.90000000001,2027-03-16 20:54
TR-01,70.8,5428.099999999999,2024-08-14 04:05
TR-03,157.5,26815.500000000004,2027-01-22 07:30
TR-03,98.7,27319.400000000005,2027-02-12 07:24
TR-05,345.7,63640.2,2031-04-05 16:12
TR-05,723.3,19794.100000000002,2026-04-04 18:06
TR-03,269.8,42507.700000000004,2028-11-06 03:42
TR-05,155.8,51548.99999999999,2029-11-17 20:59
TR-01,556.4,51930.29999999999,2029-12-03 18:17
TR-03,151.2,23043.6,2026-08-18 03:36
TR-04,1719.0,5638.4,2024-08-22 22:24
TR-03,273.8,31178.7,2027-07-23 02:42
TR-01,362.9,45346.5,2029-03-04 10:30
TR-05,586.6,57604.9,2030-07-28 04:54
TR-03,133.8,7144.899999999999,2024-10-24 16:53
TR-04,624.8,42598.40000000001,2028-11-09 22:24
TR-01,24.6,10298.7,2025-03-05 02:42
TR-01,228.5,6632.999999999998,2024-10-03 08:59
TR-02,382.2,71737.3,2032-03-08 01:18
TR-05,161.0,56502.0,2030-06-12 06:00
TR-03,369.6,42056.3,2028-10-18 08:18
TR-04,469.2,34333.40000000001,2027-12-01 13:24
TR-03,95.7,45996.7,2029-03-31 12:42
TR-02,987.4,38729.99999999999,2028-06-01 17:59
TR-03,53.6,47170.399999999994,2029-05-19 10:23
TR-02,275.5,57320.099999999984,2030-07-16 08:05
TR-03,82.9,21503.399999999998,2026-06-14 23:23
TR-05,310.3,45372.29999999998,2029-03-05 12:17
TR-04,789.2,54675.8,2030-03-28 03:48
TR-04,1356.7,15943.200000000003,2025-10-26 07:12
TR-01,156.5,45503.0,2029-03-10 23:00
TR-01,161.0,42083.5,2028-10-19 11:30
TR-03,240.7,7551.0999999999985,2024-11-10 15:05
TR-03,57.3,12254.999999999998,2025-05-25 14:59
TR-05,201.3,50441.29999999999,2029-10-02 17:17
TR-02,236.2,83999.90000000004,2033-07-31 23:54
TR-05,255.4,24100.800000000003,2026-10-01 04:48
TR-05,459.6,25902.2,2026-12-15 06:12
TR-02,333.8,77426.70000000003,2032-10-31 02:42
TR-05,85.2,52802.899999999994,2030-01-09 02:53
TR-02,451.9,45900.39999999999,2029-03-27 12:23
TR-05,422.3,61927.1,2031-01-24 07:06
TR-04,491.9,66242.4,2031-07-23 02:23
TR-03,798.2,47968.59999999999,2029-06-21 16:35
TR-01,181.4,34217.30000000002,2027-11-26 17:18
TR-03,135.1,43128.4,2028-12-02 00:24
TR-01,285.0,21726.700000000008,2026-06-24 06:42
TR-01,296.6,5357.299999999999,2024-08-11 05:17
TR-02,704.2,51302.79999999999,2029-11-07 14:47
TR-01,53.2,42990.799999999996,2028-11-26 06:47
TR-02,867.4,50598.59999999999,2029-10-09 06:35
TR-01,115.2,37640.00000000001,2028-04-17 08:00
TR-05,99.8,45472.099999999984,2029-03-09 16:05
TR-05,368.7,42818.19999999998,2028-11-19 02:11
TR-03,525.7,22410.899999999998,2026-07-22 18:53
TR-04,129.6,34518.700000000004,2027-12-09 06:42
TR-03,646.3,8197.399999999998,2024-12-07 13:23
TR-05,92.3,54371.2,2030-03-15 11:12
TR-01,574.0,52504.29999999999,2029-12-27 16:17
TR-05,31.2,66388.19999999998,2031-07-29 04:11
TR-04,589.5,30491.600000000006,2027-06-24 11:36
TR-03,92.9,18833.799999999996,2026-02-23 17:47
TR-01,206.9,38636.70000000001,2028-05-28 20:42
TR-02,333.0,1184.3,2024-02-19 08:18
TR-04,610.2,84208.89999999995,2033-08-09 16:53
TR-04,915.4,37979.30000000001,2028-05-01 11:18
TR-02,167.1,87994.30000000003,2034-01-14 10:18
TR-04,1122.3,21357.300000000007,2026-06-08 21:18
TR-01,888.7,18447.700000000004,2026-02-07 15:42
TR-03,372.3,28500.600000000006,2027-04-02 12:36
TR-05,711.7,60291.2,2030-11-17 03:12
TR-04,147.8,45418.90000000001,2029-03-07 10:54
TR-01,170.1,50981.79999999999,2029-10-25 05:47
TR-03,937.6,32734.9,2027-09-25 22:54
TR-03,5.5,10978.899999999998,2025-04-02 10:53
TR-05,691.2,36512.09999999999,2028-03-01 08:05
TR-02,88.5,20982.399999999994,2026-05-24 06:23
TR-05,586.7,23503.300000000003,2026-09-06 07:18
TR-03,35.8,46413.6,2029-04-17 21:36
TR-04,614.7,9703.8,2025-02-08 07:48
TR-04,269.7,48187.40000000001,2029-06-30 19:24
TR-02,795.6,11994.300000000001,2025-05-14 18:18
TR-05,401.8,4617.400000000001,2024-07-11 09:24
TR-05,415.9,19070.800000000003,2026-03-05 14:48
TR-03,151.8,38366.7,2028-05-17 14:42
TR-03,385.7,43514.1,2028-12-18 02:06
TR-02,220.4,2004.7,2024-03-24 12:42
TR-04,662.5,65750.5,2031-07-02 14:30
TR-04,596.8,9089.099999999999,2025-01-13 17:05
TR-01,61.2,46467.9,2029-04-20 03:54
TR-02,58.7,88053.00000000003,2034-01-16 21:00
TR-05,666.2,22215.800000000003,2026-07-14 15:48
TR-05,119.5,49686.099999999984,2029-09-01 06:05
TR-04,285.6,17611.700000000004,2026-01-03 19:42
TR-02,955.1,28768.79999999999,2027-04-13 16:47
TR-05,30.4,89518.59999999996,2034-03-18 22:35
TR-05,388.6,68535.39999999998,2031-10-26 15:23
TR-01,298.4,42690.6,2028-11-13 18:36
TR-05,284.4,48829.099999999984,2029-07-27 13:05
TR-02,589.9,8862.2,2025-01-04 06:12
