ts,level,code,msg,value,threshold,processed,site,equipment
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042217356463946,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.81689235885021,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042218971655015,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.81579890630128,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042220587441409,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.81470604019454,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042222202423011,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.81397725215689,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042223279423009,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.81288322300917,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042224896226407,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.81215424231827,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042225973579842,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.81142536113391,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.00422270508137,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.81069702105549,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042228127275293,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.80996847777797,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.004222920406466,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.80924016822361,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042230280536028,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.80851181707831,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042231357096311,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.80741911762871,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042232972243519,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.80632592035133,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042234588188393,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.8052341553382,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042236202077828,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.80450553279768,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042237279190273,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.80341203427805,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042238895745287,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.80268310121038,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042239973385508,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.80159054853175,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042241588645253,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.80049857442248,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042243203111345,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.79940579120056,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042244818835469,0.01,1,,
tr_220_20,WARN,TEMP_WARN,Temp noyau en hausse,70.79867737152739,60.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042245895867698,0.01,1,,
tr_220_20,WARN,LOW_PF,Facteur de puissance faible,0.9527880029293442,0.85,1,,
tr_220_20,WARN,LOW_PF,Facteur de puissance faible,0.9469731115392797,0.85,1,,
tr_220_20,WARN,LOW_PF,Facteur de puissance faible,0.9406827386492532,0.85,1,,
tr_220_20,WARN,LOW_PF,Facteur de puissance faible,0.9474741057856784,0.85,1,,
tr_220_20,WARN,LOW_PF,Facteur de puissance faible,0.9549737529379684,0.85,1,,
tr_220_20,WARN,LOW_PF,Facteur de puissance faible,0.9429888673532468,0.85,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,302.7028684815845,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,302.35887920273046,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,298.7637256055865,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,301.5302271306188,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,305.12799868557425,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,302.70141933987657,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,305.85212087896684,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,300.80812279504966,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,304.19722404071246,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,300.1023410046179,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,298.940534879784,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,304.39992932709964,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041949265250046,0.01,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,305.57310046825273,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041949265250046,0.01,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,300.8439133366072,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041949265250046,0.01,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,305.2972304926594,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041949265250046,0.01,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,305.42883851415564,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041949265250046,0.01,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,299.88040598565783,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041949265250046,0.01,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,299.6516715083933,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.99908850574792,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041950603549389,0.01,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,302.6234572255139,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.99817737882199,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041951941352075,0.01,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,300.07713988889907,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.99726715196611,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041953277875793,0.01,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4609730812185997,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,302.4380239937545,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.99635637291173,70.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.99544441319766,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.004195595440648,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.9942789315999,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041957665902634,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.99311558858302,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041959374327932,0.01,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.0436231783427825,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,217.33862278880187,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.0436231783427825,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,218.54285628358323,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.0436231783427825,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,218.7241046224381,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.0436231783427825,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,217.93293365639465,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.0436231783427825,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,221.9396329089392,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.0436231783427825,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,220.7891524759809,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.0436231783427825,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,219.91317557157797,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.0436231783427825,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,220.40960737872368,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.0436231783427825,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge,221.76622612379023,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.0436231783427825,1.0434782608695652,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4783631678158893,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge (apparente),321.7866773967184,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4783631678158893,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge (apparente),322.2603292062626,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4783631678158893,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge (apparente),321.6254559793744,200.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.4783631678158893,1.0434782608695652,1,,
tr_220_20,WARN,OVERLOAD,Surcharge (apparente),321.46726525193674,200.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041949265250046,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041949265250046,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041949265250046,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041949265250046,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.99763288209056,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041952740854017,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.99408355960307,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041957952810969,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.98934997030531,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041964904796914,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.98580061619674,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041970118311492,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.981070486384,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041977067230464,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.97752022104261,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.004198228359499,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.97397245813764,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041987496930252,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.97042569811512,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041992709438922,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.96687830176184,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0041997923530054,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.96214875490874,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042004876195638,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.96096781687149,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.004200661241198,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.95742273149006,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042011824831312,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.95387806466704,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042017037281901,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.9491513158733,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042023988996228,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.94442484250801,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042030941455537,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.94088096604656,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042036155115113,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.93733684409109,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.004204136978264,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.9337922663067,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042046585767869,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.93025081373605,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042051797800504,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.92670857008306,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042057011643685,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.92198183634119,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042063969949606,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.91725715701615,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042070926381681,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.91371313095169,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042076145221437,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.90898857749477,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042083103481635,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.90544657153347,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042088320856147,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.90072550241365,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042095275996273,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.89600519409515,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042102231164642,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.8924632620048,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042107450801696,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.88892533388025,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042112665184237,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.88538580920184,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042117882566023,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.88066966252379,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042124835333755,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.87713163875071,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042130052010151,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.87359107842714,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.004213527307331,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.87005387341131,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042140489834701,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.86651704119548,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.004214570669206,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.86297745443721,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042150928258978,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.85943808334783,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042156150154601,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.85472483467265,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042163104962891,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.85119046198533,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042168320989935,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.84765769989974,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042173535284889,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.84412167744681,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042178755037752,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.83940716710823,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042185715438181,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.83587294656041,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.004219093403772,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.83233782464423,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042196154614028,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.82762305223426,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042203118272868,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.82290788235768,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042210083668125,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.81819536295536,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.004221704629665,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.81348546635206,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042224006197595,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.80995537695235,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042229223427975,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.80524984078312,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042236178890558,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.8005397658059,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042243142209429,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.79936347492752,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042244881403031,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.7946537980188,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042251845567983,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.78994431181547,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042258810598929,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.78523367060372,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042265778486636,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.78405779141868,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042267518003152,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.7793497268997,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042274483514096,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.77464493979848,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042281445322839,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.76993961193045,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042288409078445,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.76523360602314,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.004229537498471,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.7605298590307,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042302338693917,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.75582850879482,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042309300000483,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.75229974575717,70.0,1,,
tr_220_20,WARN,OIL_LOW_VISC,Viscosité réduite,0.0042314525805477,0.01,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,70.74877374505435,70.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,ALARM,TEMP_HIGH,Temp noyau élevée,71.0,70.0,1,,
tr_220_20,WARN,OVERCURRENT,Surcourant primaire,1.1740418608871288,1.0434782608695652,1,,
1762853888.8652854,WARN,OVERLOAD,S=1.71 ×Sn,171000000.0,110000000.00000001,1,,
1762853888.8652854,WARN,OVERCURRENT,I1=1.71 ×In,448.7586183246637,314.91832864888676,1,,
1762853889.6650307,WARN,OVERLOAD,S=1.71 ×Sn,171000000.0,110000000.00000001,1,,
1762853889.6650307,WARN,OVERCURRENT,I1=1.71 ×In,448.7586183246637,314.91832864888676,1,,
1762853890.4628806,WARN,OVERLOAD,S=1.71 ×Sn,171000000.0,110000000.00000001,1,,
1762853890.4628806,WARN,OVERCURRENT,I1=1.71 ×In,448.7586183246637,314.91832864888676,1,,
1762853891.3523865,WARN,OVERLOAD,S=1.71 ×Sn,171000000.0,110000000.00000001,1,,
1762853891.3523865,WARN,OVERCURRENT,I1=1.71 ×In,448.7586183246637,314.91832864888676,1,,
1762853892.205323,WARN,OVERLOAD,S=1.71 ×Sn,171000000.0,110000000.00000001,1,,
