ts,v_sec,i_sec,p_sec,t_core,v_prim_rms,i_prim_rms,pf_prim,freq,status
1761660680.0355227,19.858,9.787,194.35,50.39,219.95,0.914,0.967,49.99,OK
1761660680.1368282,19.86,9.901,196.64,50.39,220.16,0.941,0.949,50.04,OK
1761660680.238406,19.811,9.882,195.76,50.39,219.88,0.929,0.958,50.03,OK
1761660680.3401783,19.856,9.775,194.09,50.39,219.88,0.92,0.96,50.02,OK
1761660680.4423988,19.805,9.809,194.26,50.39,219.94,0.926,0.954,50.0,OK
1761660680.5436962,19.81,9.866,195.44,50.39,219.61,0.933,0.953,50.04,OK
1761660680.6452065,19.884,9.792,194.71,50.39,220.37,0.908,0.973,50.04,OK
1761660680.7465928,19.881,9.852,195.86,50.39,219.65,0.926,0.963,49.97,OK
1761660680.8481357,19.87,9.866,196.04,50.39,220.1,0.914,0.975,49.97,OK
1761660680.9498415,19.886,9.847,195.82,50.39,219.81,0.963,0.925,49.97,OK
1761660681.050699,19.792,9.904,196.02,50.39,220.25,0.956,0.931,50.04,OK
1761660681.151922,19.88,9.867,196.16,50.39,220.33,0.92,0.968,50.02,OK
1761660681.2535424,19.834,9.833,195.03,50.39,219.91,0.934,0.949,50.03,OK
1761660681.355061,19.869,9.879,196.29,50.39,220.2,0.943,0.945,50.03,OK
1761660681.4565907,19.867,9.974,198.16,50.39,220.4,0.942,0.954,49.97,OK
1761660681.5580063,19.792,9.909,196.11,50.39,220.0,0.915,0.974,50.02,OK
1761660681.6594117,19.849,9.86,195.72,50.39,219.97,0.949,0.938,50.02,OK
1761660681.7605767,19.836,9.852,195.43,50.39,219.95,0.929,0.956,49.99,OK
1761660681.8615687,19.808,9.989,197.87,50.39,219.63,0.928,0.971,50.02,OK
1761660681.9629295,19.834,9.947,197.3,50.39,220.36,0.937,0.955,50.0,OK
1761660682.0640833,19.871,9.986,198.44,50.39,219.9,0.934,0.966,50.03,OK
1761660682.1652837,19.812,9.855,195.25,50.39,219.68,0.956,0.93,49.98,OK
1761660682.2669978,19.856,10.029,199.14,50.39,220.37,0.955,0.946,49.97,OK
1761660682.3685405,19.861,10.022,199.05,50.39,219.62,0.929,0.976,50.02,OK
1761660682.470136,19.847,9.883,196.16,50.39,219.92,0.956,0.933,49.95,OK
1761660682.5711026,19.858,9.946,197.51,50.39,220.11,0.96,0.935,50.04,OK
1761660682.672415,19.886,9.844,195.77,50.39,219.66,0.94,0.948,50.0,OK
1761660682.7735968,19.888,9.992,198.73,50.39,219.99,0.944,0.957,49.98,OK
1761660682.8750215,19.804,10.054,199.1,50.39,219.67,0.958,0.947,50.04,OK
1761660682.9763353,19.852,9.902,196.57,50.39,219.86,0.952,0.939,50.05,OK
1761660683.0776613,19.821,10.024,198.69,50.39,220.03,0.923,0.978,50.02,OK
1761660683.1794937,19.839,10.035,199.08,50.39,220.12,0.979,0.924,50.0,OK
1761660683.2808723,19.854,10.031,199.17,50.39,219.72,0.953,0.951,50.04,OK
1761660683.3824997,19.818,10.081,199.79,50.39,220.26,0.97,0.935,49.95,OK
1761660683.4993403,19.869,10.025,199.18,50.39,220.07,0.963,0.94,49.96,OK
1761660683.604819,19.849,10.095,200.38,50.39,219.91,0.983,0.927,50.0,OK
1761660683.7063372,19.824,10.106,200.35,50.39,220.16,0.954,0.954,50.0,OK
1761660683.8105395,19.802,9.979,197.6,50.39,219.68,0.933,0.964,50.01,OK
1761660683.9138787,19.824,9.955,197.34,50.39,220.32,0.914,0.98,50.01,OK
1761660684.0159395,19.87,10.0,198.71,50.39,219.98,0.98,0.922,49.98,OK
1761660684.1176598,19.86,10.073,200.04,50.39,220.14,0.944,0.963,49.95,OK
1761660684.2187798,19.866,10.112,200.89,50.39,220.2,0.938,0.973,50.04,OK
1761660684.3201647,19.852,10.158,201.65,50.39,219.64,0.969,0.947,50.01,OK
1761660684.4211845,19.838,10.085,200.06,50.39,220.18,0.972,0.935,50.02,OK
1761660684.5230145,19.867,10.06,199.86,50.39,219.82,0.934,0.974,49.99,OK
1761660684.624472,19.813,10.195,201.98,50.39,219.93,0.983,0.935,49.99,OK
1761660684.7261713,19.796,10.019,198.32,50.39,220.39,0.932,0.965,49.99,OK
1761660684.827509,19.791,10.103,199.95,50.39,219.91,0.928,0.979,50.01,OK
1761660684.928808,19.809,10.053,199.13,50.39,219.65,0.97,0.935,50.04,OK
1761660685.0305865,19.864,10.179,202.2,50.39,219.64,0.96,0.959,49.95,OK
1761660685.1323247,19.862,10.207,202.73,50.39,219.89,0.987,0.934,49.99,OK
1761660685.2338495,19.804,10.096,199.94,50.39,220.21,0.957,0.949,49.96,OK
1761660685.3346019,19.867,10.218,203.01,50.39,220.14,0.959,0.961,49.97,OK
1761660685.436474,19.791,10.208,202.03,50.39,220.39,0.978,0.937,50.04,OK
1761660685.5379066,19.881,10.035,199.51,50.39,219.83,0.957,0.948,49.97,OK
1761660685.639425,19.855,10.181,202.14,50.39,219.8,0.957,0.961,49.97,OK
1761660685.7409742,19.868,10.043,199.53,50.39,220.18,0.934,0.971,50.03,OK
1761660685.8429499,19.841,10.115,200.7,50.39,220.16,0.934,0.976,49.95,OK
1761660685.9444103,19.845,10.238,203.18,50.39,220.38,0.952,0.969,49.96,OK
1761660686.0461242,19.877,10.1,200.77,50.39,220.2,0.942,0.968,50.04,OK
1761660686.147506,19.882,10.192,202.64,50.39,219.79,0.947,0.974,49.99,OK
1761660686.2489924,19.841,10.107,200.53,50.39,220.07,0.949,0.96,49.95,OK
1761660686.3501031,19.839,10.273,203.81,50.39,219.63,0.972,0.955,50.02,OK
1761660686.4529235,19.843,10.211,202.6,50.39,219.98,0.965,0.954,50.02,OK
1761660686.5545595,19.842,10.26,203.59,50.39,219.88,0.981,0.944,49.99,OK
1761660686.6560023,19.871,10.107,200.83,50.39,220.13,0.948,0.962,49.98,OK
1761660686.7572584,19.836,10.153,201.4,50.39,219.6,0.938,0.978,49.96,OK
1761660686.858984,19.872,10.217,203.02,50.39,220.14,0.969,0.952,50.04,OK
1761660686.9605632,19.825,10.225,202.72,50.39,219.75,0.992,0.93,49.95,OK
1761660687.062469,19.808,10.154,201.13,50.39,219.87,0.993,0.922,50.02,OK
1761660687.1643693,19.864,10.268,203.96,50.39,219.67,0.955,0.972,49.99,OK
1761660687.265903,19.862,10.176,202.12,50.39,219.73,0.996,0.923,50.03,OK
1761660687.3675416,19.866,10.188,202.4,50.39,219.66,0.982,0.939,49.97,OK
1761660687.469097,19.881,10.154,201.87,50.39,219.85,0.976,0.941,50.04,OK
1761660687.5702167,19.849,10.317,204.78,50.39,219.91,1.007,0.925,50.02,OK
1761660687.6718733,19.792,10.36,205.04,50.39,220.07,0.988,0.943,50.04,OK
1761660687.7741003,19.822,10.299,204.15,50.39,220.24,0.955,0.97,49.97,OK
1761660687.876269,19.804,10.232,202.64,50.39,220.15,0.942,0.977,50.05,OK
1761660687.9779236,19.866,10.242,203.47,50.39,219.72,0.979,0.946,50.04,OK
1761660688.0797987,19.838,10.289,204.11,50.39,220.11,0.976,0.95,50.05,OK
1761660688.1818013,19.851,10.326,204.98,50.39,220.29,0.992,0.938,50.02,OK
1761660688.2835507,19.81,10.375,205.53,50.39,220.26,0.967,0.965,49.98,OK
1761660688.3849208,19.88,10.181,202.39,50.39,219.81,0.973,0.946,49.98,OK
1761660688.486189,19.882,10.167,202.15,50.39,220.14,0.94,0.976,49.95,OK
1761660688.5879953,19.79,10.328,204.39,50.39,219.92,0.978,0.951,49.96,OK
1761660688.6890886,19.879,10.238,203.53,50.39,219.8,0.964,0.96,50.0,OK
1761660688.7903132,19.795,10.328,204.44,50.39,219.72,1.004,0.927,49.99,OK
1761660688.8917255,19.828,10.344,205.1,50.39,219.67,0.962,0.97,49.98,OK
1761660688.9928837,19.806,10.352,205.02,50.39,219.67,0.957,0.976,49.97,OK
1761660689.0940714,19.872,10.243,203.55,50.39,220.04,0.974,0.95,50.04,OK
1761660689.1958814,19.83,10.219,202.65,50.39,220.11,0.954,0.965,49.96,OK
1761660689.2973375,19.815,10.27,203.49,50.39,219.97,0.958,0.966,49.99,OK
1761660689.3984919,19.868,10.33,205.24,50.39,220.35,0.953,0.978,50.0,OK
1761660689.4997005,19.799,10.387,205.65,50.39,219.78,1.003,0.933,50.02,OK
1761660689.6012444,19.888,10.279,204.42,50.39,220.24,0.961,0.966,50.05,OK
1761660689.7028236,19.858,10.291,204.36,50.39,219.63,0.95,0.979,49.95,OK
1761660689.8041341,19.869,10.194,202.54,50.39,220.05,0.94,0.979,50.02,OK
1761660689.9053543,19.842,10.219,202.76,50.39,220.16,0.975,0.945,49.99,OK
1761660690.006863,19.879,10.334,205.43,50.39,220.01,0.995,0.939,50.0,OK
1761660690.1080656,19.825,10.219,202.6,50.39,219.92,0.972,0.947,49.95,OK
1761660690.2093153,19.881,10.292,204.62,50.39,220.25,0.963,0.965,49.96,OK
1761660690.310518,19.878,10.177,202.3,50.39,219.74,0.952,0.967,50.03,OK
1761660690.4119918,19.882,10.291,204.61,50.39,219.79,0.99,0.941,50.01,OK
1761660690.51351,19.816,10.343,204.97,50.39,220.35,0.994,0.935,49.97,OK
1761660690.6147668,19.881,10.244,203.66,50.39,220.02,0.987,0.938,49.99,OK
1761660690.716336,19.872,10.279,204.26,50.39,220.06,0.988,0.94,49.99,OK
1761660690.8179324,19.833,10.299,204.25,50.39,220.18,1.006,0.922,50.02,OK
1761660690.919505,19.855,10.191,202.35,50.39,220.23,0.938,0.98,50.01,OK
1761660691.0212572,19.875,10.196,202.66,50.39,219.61,0.951,0.97,50.01,OK
1761660691.1228237,19.83,10.299,204.24,50.39,220.28,1.006,0.922,50.02,OK
1761660691.2243817,19.795,10.292,203.74,50.39,219.9,0.967,0.959,50.03,OK
1761660691.32612,19.817,10.159,201.32,50.39,219.61,0.961,0.953,50.04,OK
1761660691.4275646,19.818,10.154,201.24,50.39,219.97,0.981,0.932,50.02,OK
1761660691.528772,19.831,10.26,203.47,50.39,219.79,0.998,0.928,50.03,OK
1761660691.6301384,19.8,10.256,203.06,50.39,219.77,0.975,0.948,49.99,OK
1761660691.7320752,19.88,10.107,200.94,50.39,219.84,0.941,0.971,49.96,OK
1761660691.83372,19.879,10.26,203.95,50.39,219.91,0.982,0.944,49.99,OK
1761660691.9346948,19.833,10.205,202.39,50.39,220.27,0.959,0.958,49.96,OK
1761660692.0360522,19.816,10.187,201.86,50.39,219.64,0.944,0.973,49.98,OK
1761660692.1374679,19.829,10.226,202.78,50.39,220.34,0.959,0.96,49.98,OK
1761660692.4204047,19.888,10.216,203.18,50.39,219.98,0.987,0.936,49.98,OK
1761660692.5233665,19.855,10.163,201.79,50.39,220.31,0.956,0.958,50.01,OK
1761660692.6292365,19.805,10.25,203.0,50.39,220.34,0.986,0.934,49.97,OK
1761660692.7309399,19.798,10.235,202.63,50.39,219.99,0.96,0.96,50.04,OK
1761660692.8323677,19.81,10.11,200.28,50.39,219.79,0.958,0.952,49.95,OK
1761660692.9342911,19.88,10.118,201.14,50.39,219.87,0.944,0.969,50.01,OK
1761660693.0354753,19.82,10.181,201.8,50.39,219.73,0.955,0.961,49.96,OK
1761660693.1371648,19.802,10.241,202.79,50.39,220.22,0.971,0.948,50.02,OK
1761660693.2441373,19.859,10.056,199.7,50.39,220.4,0.926,0.979,50.03,OK
1761660693.3461304,19.876,10.114,201.03,50.39,220.05,0.959,0.953,50.02,OK
1761660693.4485888,19.824,10.182,201.84,50.39,219.9,0.976,0.94,50.01,OK
1761660693.549952,19.865,10.077,200.18,50.39,219.75,0.937,0.973,50.01,OK
1761660693.6517327,19.799,10.192,201.8,50.39,219.79,0.978,0.938,50.05,OK
1761660693.7533114,19.886,10.079,200.44,50.39,220.26,0.964,0.944,49.98,OK
1761660693.854695,19.814,10.183,201.77,50.39,219.92,0.952,0.964,49.97,OK
1761660693.9562428,19.866,10.075,200.14,50.39,219.63,0.953,0.956,49.98,OK
1761660694.0577486,19.861,10.108,200.76,50.39,220.16,0.955,0.955,50.0,OK
1761660694.1589675,19.82,10.153,201.23,50.39,220.19,0.935,0.978,50.01,OK
1761660694.260324,19.861,10.054,199.67,50.39,219.7,0.941,0.966,49.97,OK
1761660694.3631704,19.861,10.056,199.74,50.39,220.22,0.954,0.951,49.99,OK
1761660694.464659,19.869,9.973,198.15,50.39,220.07,0.943,0.955,49.99,OK
1761660694.5658486,19.818,9.993,198.04,50.39,220.14,0.977,0.921,50.05,OK
1761660694.6669953,19.873,10.093,200.59,50.39,220.08,0.967,0.943,49.96,OK
1761660694.7986758,19.853,9.977,198.06,50.39,219.69,0.975,0.925,49.97,OK
1761660694.900379,19.853,9.948,197.49,50.39,220.34,0.967,0.927,49.96,OK
1761660695.0174725,19.807,9.931,196.71,50.39,220.35,0.948,0.942,50.03,OK
1761660695.1620615,19.855,10.011,198.78,50.39,219.66,0.944,0.959,50.01,OK
1761660695.2967243,19.831,10.066,199.61,50.39,219.66,0.963,0.943,49.97,OK
1761660695.4181523,19.8,9.938,196.77,50.39,220.24,0.925,0.965,49.96,OK
1761660695.5490742,19.887,9.971,198.3,50.39,219.73,0.946,0.954,50.01,OK
1761660695.6553197,19.843,9.952,197.49,50.39,220.32,0.932,0.962,49.96,OK
1761660695.7568846,19.864,9.991,198.45,50.39,220.18,0.943,0.956,50.05,OK
1761660695.858237,19.875,9.853,195.83,50.39,219.76,0.919,0.969,50.0,OK
1761660695.9595113,19.878,9.917,197.13,50.39,219.91,0.938,0.955,50.0,OK
1761660696.0619674,19.831,9.987,198.04,50.39,219.94,0.957,0.941,50.02,OK
1761660696.1638823,19.806,9.901,196.1,50.39,219.74,0.944,0.946,49.97,OK
1761660696.2692838,19.815,9.952,197.2,50.39,220.15,0.939,0.954,50.03,OK
1761660696.3708515,19.857,9.981,198.19,50.39,219.87,0.972,0.928,50.03,OK
1761660696.4735312,19.879,9.947,197.73,50.39,219.9,0.933,0.964,49.97,OK
1761660696.575097,19.817,10.031,198.77,50.39,219.69,0.956,0.946,49.97,OK
1761660696.6767168,19.876,9.848,195.75,50.39,220.23,0.924,0.962,49.99,OK
1761660696.7943795,19.846,9.963,197.73,50.39,220.17,0.919,0.978,49.97,OK
1761660696.8971224,19.856,9.971,197.99,50.39,219.68,0.945,0.954,50.03,OK
1761660696.9985552,19.8,9.966,197.33,50.39,219.68,0.95,0.945,49.96,OK
1761660697.1050026,19.858,9.956,197.72,50.39,219.81,0.935,0.962,49.96,OK
1761660697.2067778,19.884,9.924,197.33,50.39,219.77,0.937,0.958,49.96,OK
1761660697.3082342,19.808,9.957,197.23,50.39,220.37,0.918,0.975,50.04,OK
1761660697.4092736,19.837,9.806,194.53,50.39,220.03,0.958,0.923,50.01,OK
1761660697.5105872,19.874,9.819,195.13,50.39,219.8,0.919,0.966,49.96,OK
1761660697.6137583,19.884,9.835,195.56,50.39,220.09,0.958,0.927,50.02,OK
1761660697.715005,19.878,9.813,195.06,50.39,219.87,0.925,0.96,50.01,OK
1761660697.8182256,19.809,9.893,195.98,50.39,219.79,0.928,0.961,50.02,OK
1761660697.9196463,19.849,9.938,197.25,50.39,220.18,0.933,0.961,49.97,OK
1761660698.021236,19.872,9.906,196.86,50.39,219.91,0.957,0.935,50.05,OK
1761660698.1226895,19.806,9.814,194.39,50.39,219.77,0.96,0.921,49.99,OK
1761660698.2241676,19.856,9.807,194.73,50.39,219.77,0.943,0.939,50.01,OK
1761660698.3254461,19.824,9.907,196.4,50.39,220.12,0.917,0.973,49.96,OK
1761660698.4270527,19.871,9.913,196.97,50.39,219.67,0.927,0.967,50.02,OK
1761660698.5305338,19.876,9.783,194.44,50.39,219.62,0.935,0.947,50.01,OK
1761660698.6317341,19.815,9.814,194.46,50.39,219.65,0.937,0.945,50.05,OK
1761660698.7335677,19.797,9.936,196.71,50.39,219.72,0.917,0.977,50.02,OK
1761660698.8349676,19.888,9.808,195.06,50.39,220.25,0.927,0.956,49.98,OK
1761660698.9369278,19.861,9.845,195.52,50.39,219.92,0.943,0.943,49.97,OK
1761660699.0382442,19.839,9.855,195.51,50.39,219.88,0.942,0.944,50.04,OK
1761660699.1397336,19.868,9.961,197.9,50.39,220.33,0.972,0.925,50.02,OK
1761660699.24082,19.821,9.967,197.55,50.39,219.64,0.969,0.929,49.97,OK
1761660699.34209,19.799,9.882,195.65,50.39,219.74,0.958,0.93,49.97,OK
1761660699.4435205,19.803,9.872,195.5,50.39,219.77,0.966,0.921,50.05,OK
1761660699.5461574,19.837,9.841,195.21,50.39,220.22,0.936,0.947,49.97,OK
1761660699.648135,19.853,9.94,197.34,50.39,220.06,0.94,0.954,49.95,OK
1761660699.7494948,19.845,9.956,197.57,50.39,219.77,0.976,0.921,49.97,OK
1761660699.8514717,19.858,9.985,198.28,50.39,220.07,0.959,0.939,49.96,OK
1761660699.952986,19.812,9.891,195.96,50.39,220.37,0.935,0.951,49.99,OK
1761660700.0547917,19.868,9.924,197.17,50.39,220.19,0.929,0.964,49.98,OK
1761660700.156577,19.884,9.858,196.02,50.39,220.24,0.912,0.976,49.96,OK
1761660700.2587683,19.795,9.936,196.69,50.39,219.66,0.954,0.939,50.03,OK
1761660700.361098,19.834,9.961,197.56,50.39,220.31,0.927,0.968,50.03,OK
1761660700.462476,19.826,9.914,196.55,50.39,220.01,0.92,0.971,49.99,OK
1761660700.5639522,19.82,9.912,196.46,50.39,219.78,0.955,0.936,50.05,OK
1761660700.6649594,19.815,9.943,197.01,50.39,220.29,0.94,0.951,49.98,OK
1761660700.7665153,19.873,9.931,197.37,50.39,219.61,0.948,0.948,50.03,OK
1761660700.8682184,19.888,9.806,195.03,50.39,220.09,0.926,0.957,50.03,OK
1761660700.9697742,19.885,9.934,197.54,50.39,220.34,0.933,0.961,49.99,OK
1761660701.0722795,19.838,9.956,197.5,50.39,220.06,0.938,0.957,50.02,OK
1761660701.1735003,19.801,9.865,195.34,50.39,220.19,0.949,0.935,50.03,OK
1761660701.2748868,19.863,9.917,196.98,50.39,220.16,0.955,0.937,50.04,OK
1761660701.3760886,19.855,9.909,196.74,50.39,220.1,0.968,0.924,49.98,OK
1761660701.477597,19.89,9.992,198.73,50.39,219.64,0.956,0.946,49.96,OK
1761660701.5796525,19.873,9.956,197.85,50.39,219.82,0.94,0.958,49.95,OK
1761660701.681017,19.889,9.926,197.41,50.39,219.91,0.964,0.931,50.05,OK
1761660701.7826037,19.831,10.074,199.77,50.39,219.68,0.936,0.971,50.02,OK
1761660701.8848538,19.833,9.926,196.86,50.39,219.97,0.969,0.923,50.0,OK
1761660701.986011,19.837,9.947,197.33,50.39,220.33,0.921,0.972,49.97,OK
1761660702.0876324,19.863,10.072,200.05,50.39,219.87,0.967,0.941,49.95,OK
1761660702.1893802,19.827,10.073,199.72,50.39,220.23,0.978,0.927,49.98,OK
1761660702.2905734,19.866,10.011,198.87,50.39,219.66,0.969,0.935,50.02,OK
1761660702.3918931,19.856,9.945,197.47,50.39,220.21,0.973,0.922,50.0,OK
1761660702.492917,19.883,10.031,199.44,50.39,220.02,0.953,0.951,49.97,OK
1761660702.5942044,19.838,9.962,197.62,50.39,219.68,0.932,0.965,50.02,OK
1761660702.6963928,19.841,9.955,197.52,50.39,219.9,0.924,0.973,50.05,OK
1761660702.797604,19.847,10.004,198.55,50.39,220.37,0.938,0.96,50.01,OK
1761660702.8992288,19.805,10.11,200.22,50.39,219.89,0.94,0.969,50.04,OK
1761660703.0002887,19.857,10.095,200.46,50.39,219.97,0.972,0.938,49.99,OK
1761660703.1012855,19.868,10.101,200.69,50.39,220.27,0.985,0.925,49.97,OK
1761660703.2025664,19.845,9.988,198.21,50.39,219.69,0.924,0.977,50.0,OK
1761660703.303954,19.864,10.094,200.5,50.39,219.62,0.941,0.97,49.98,OK
1761660703.4052958,19.874,10.103,200.8,50.39,220.31,0.98,0.93,50.03,OK
1761660703.506555,19.794,10.183,201.57,50.39,219.95,0.982,0.933,50.0,OK
1761660703.608295,19.855,10.036,199.27,50.39,219.66,0.977,0.929,50.0,OK
1761660703.7095842,19.837,10.172,201.79,50.39,219.73,0.978,0.939,49.96,OK
1761660703.8111932,19.862,9.998,198.59,50.39,220.31,0.944,0.955,50.05,OK
1761660703.9122894,19.81,10.109,200.27,50.39,219.62,0.932,0.978,49.96,OK
1761660704.0192726,19.855,10.193,202.4,50.39,219.67,0.998,0.923,49.99,OK
1761660704.229805,19.807,10.167,201.37,50.39,219.85,0.96,0.954,50.03,OK
1761660704.3321636,19.857,10.214,202.81,50.39,219.81,0.95,0.972,49.99,OK
1761660704.4334712,19.87,10.075,200.19,50.39,220.31,0.981,0.926,50.0,OK
1761660704.5350192,19.836,10.223,202.78,50.39,220.08,0.941,0.979,49.97,OK
1761660704.636387,19.861,10.15,201.59,50.39,220.06,0.993,0.922,50.0,OK
1761660704.737281,19.847,10.259,203.61,50.39,220.08,0.975,0.948,50.0,OK
1761660704.8382072,19.89,10.134,201.55,50.39,219.72,0.945,0.971,49.98,OK
1761660704.9391809,19.89,10.211,203.08,50.39,219.61,0.975,0.949,49.95,OK
1761660705.04105,19.887,10.144,201.74,50.39,220.22,0.954,0.96,50.01,OK
1761660705.1423519,19.828,10.253,203.29,50.39,220.28,0.994,0.929,50.01,OK
1761660705.243937,19.807,10.195,201.93,50.39,220.05,0.975,0.942,50.03,OK
1761660705.3460631,19.875,10.154,201.81,50.39,219.89,0.969,0.947,49.95,OK
1761660705.4475079,19.83,10.278,203.82,50.39,219.93,0.985,0.941,50.01,OK
1761660705.5484202,19.85,10.119,200.86,50.39,219.72,0.954,0.958,50.04,OK
1761660705.649897,19.863,10.19,202.4,50.39,219.95,0.991,0.929,49.99,OK
1761660705.7513878,19.875,10.255,203.82,50.39,220.22,0.978,0.946,50.01,OK
1761660705.852756,19.876,10.166,202.07,50.39,219.75,0.994,0.925,50.0,OK
1761660705.954245,19.872,10.151,201.72,50.39,219.97,0.94,0.976,50.04,OK
1761660706.0551405,19.849,10.176,201.98,50.39,219.89,0.945,0.972,50.0,OK
1761660706.1563478,19.793,10.3,203.86,50.39,220.1,0.968,0.957,50.02,OK
1761660706.2579486,19.845,10.317,204.74,50.39,219.7,0.982,0.949,50.01,OK
1761660706.359607,19.831,10.234,202.95,50.39,219.85,0.953,0.968,50.02,OK
1761660706.4616966,19.875,10.218,203.08,50.39,220.05,0.947,0.975,49.95,OK
1761660706.5630255,19.842,10.333,205.02,50.39,219.77,1.001,0.932,50.03,OK
1761660706.6647544,19.851,10.321,204.89,50.39,219.88,1.008,0.925,49.96,OK
1761660706.767343,19.799,10.227,202.49,50.39,220.06,0.963,0.955,50.03,OK
1761660706.8684592,19.831,10.287,204.01,50.39,219.87,1.001,0.927,50.01,OK
1761660706.970023,19.868,10.19,202.45,50.39,219.7,0.971,0.949,50.03,OK
1761660707.0712962,19.882,10.173,202.26,50.39,220.28,0.997,0.921,49.96,OK
1761660707.1731224,19.864,10.221,203.03,50.39,219.72,0.968,0.954,49.96,OK
1761660707.274839,19.856,10.347,205.45,50.39,219.8,0.976,0.958,50.03,OK
1761660707.376549,19.823,10.323,204.64,50.39,219.64,0.994,0.937,49.97,OK
1761660707.4790323,19.883,10.278,204.35,50.39,220.05,0.974,0.954,49.97,OK
1761660707.5805452,19.878,10.244,203.62,50.39,219.6,0.947,0.979,50.03,OK
1761660707.7107835,19.851,10.205,202.57,50.39,220.11,0.939,0.98,49.97,OK
1761660707.8154373,19.823,10.219,202.57,50.39,219.7,0.991,0.93,50.01,OK
1761660707.9165578,19.855,10.37,205.9,50.39,219.82,0.971,0.965,50.05,OK
1761660708.018456,19.867,10.199,202.63,50.39,220.02,0.959,0.96,50.01,OK
1761660708.1200895,19.841,10.324,204.84,50.39,220.11,0.984,0.946,50.04,OK
1761660708.2217193,19.833,10.326,204.81,50.39,219.99,0.985,0.945,50.01,OK
1761660708.3233075,19.818,10.193,202.01,50.39,219.97,0.975,0.942,49.98,OK
1761660708.4247441,19.842,10.198,202.35,50.39,219.83,0.998,0.922,50.03,OK
1761660708.5259244,19.855,10.302,204.54,50.39,220.06,0.96,0.969,49.98,OK
1761660708.6279354,19.864,10.361,205.81,50.39,220.27,0.989,0.945,50.03,OK
1761660708.7291105,19.877,10.239,203.51,50.39,220.09,0.963,0.96,50.04,OK
1761660708.8302166,19.793,10.289,203.64,50.39,219.8,0.978,0.947,49.96,OK
1761660708.931346,19.822,10.196,202.11,50.39,219.91,0.974,0.943,50.04,OK
1761660709.033069,19.814,10.248,203.06,50.39,220.06,0.948,0.973,50.0,OK
1761660709.1348457,19.866,10.21,202.83,50.39,219.74,0.952,0.97,49.96,OK
1761660709.2359903,19.817,10.374,205.57,50.39,220.14,0.986,0.947,50.04,OK
1761660709.3372324,19.87,10.17,202.08,50.39,220.22,0.975,0.941,50.03,OK
1761660709.4386432,19.856,10.205,202.63,50.39,220.25,0.984,0.935,50.0,OK
1761660709.5404353,19.867,10.297,204.57,50.39,220.14,0.965,0.963,50.01,OK
1761660709.6415892,19.885,10.325,205.31,50.39,219.69,0.989,0.945,50.05,OK
1761660709.742988,19.845,10.321,204.82,50.39,219.68,0.957,0.974,49.99,OK
1761660709.8446321,19.811,10.321,204.47,50.39,219.9,0.997,0.933,50.03,OK
1761660709.9455488,19.879,10.281,204.38,50.39,219.8,1.005,0.925,49.99,OK
1761660710.0466697,19.842,10.172,201.82,50.39,220.17,0.974,0.941,50.03,OK
1761660710.1482463,19.838,10.202,202.38,50.39,220.05,0.959,0.959,49.95,OK
1761660710.2494516,19.875,10.212,202.96,50.39,220.0,0.998,0.924,50.01,OK
1761660710.3514817,19.855,10.138,201.29,50.39,219.62,0.952,0.963,50.04,OK
1761660710.4528203,19.813,10.199,202.08,50.39,220.35,0.95,0.965,50.04,OK
1761660710.5543394,19.865,10.14,201.43,50.39,219.9,0.993,0.923,49.96,OK
1761660710.6558976,19.875,10.098,200.69,50.39,219.75,0.979,0.933,49.95,OK
1761660710.7575831,19.883,10.196,202.72,50.39,219.83,0.974,0.947,50.01,OK
1761660710.8595955,19.804,10.265,203.29,50.39,220.04,0.951,0.971,50.0,OK
1761660710.9610858,19.791,10.219,202.24,50.39,219.81,0.997,0.923,50.02,OK
1761660711.0624561,19.848,10.21,202.66,50.39,220.24,0.984,0.935,50.01,OK
1761660711.1639185,19.804,10.188,201.76,50.39,219.8,0.99,0.927,49.97,OK
1761660711.2649198,19.884,10.145,201.73,50.39,220.0,0.954,0.961,49.98,OK
1761660711.3675892,19.861,10.118,200.96,50.39,219.67,0.966,0.947,50.02,OK
1761660711.4696996,19.791,10.167,201.23,50.39,220.14,0.96,0.952,50.04,OK
1761660711.5708017,19.864,10.202,202.66,50.39,220.28,0.947,0.972,50.02,OK
1761660711.6720214,19.814,10.097,200.06,50.39,220.1,0.939,0.968,50.01,OK
1761660711.7733974,19.861,10.052,199.64,50.39,219.98,0.957,0.949,49.96,OK
1761660711.8743236,19.827,10.114,200.53,50.39,219.83,0.943,0.968,49.97,OK
1761660711.975891,19.843,10.098,200.36,50.39,219.75,0.95,0.96,49.99,OK
1761660712.078086,19.804,10.227,202.52,50.39,220.34,0.965,0.953,49.99,OK
1761660712.179561,19.85,10.155,201.57,50.39,219.96,0.968,0.947,49.97,OK
1761660712.281012,19.874,10.194,202.59,50.39,219.97,0.99,0.93,49.96,OK
1761660712.38217,19.81,10.166,201.39,50.39,219.89,0.956,0.958,49.96,OK
1761660712.4835372,19.795,10.223,202.36,50.39,219.85,0.988,0.931,49.97,OK
1761660712.5851648,19.823,10.109,200.39,50.39,219.99,0.987,0.923,49.99,OK
1761660712.6866498,19.879,10.096,200.7,50.39,220.07,0.968,0.942,50.0,OK
1761660712.7879205,19.853,10.146,201.44,50.39,220.09,0.954,0.96,49.95,OK
